PACl Flow Rate	Turbidity	Fluoride Voltage	Fluoride Conc
0.0019753	0.03991757	0.10748509	2.031584851
0.0019753	0.03991757	0.10697962	2.081999244
0.0019753	0.03991757	0.1060129	2.181928236
0.0019753	0.04280557	0.10669247	2.11119416
0.0019753	0.04280557	0.10763784	2.016591484
0.0019753	0.04280557	0.10680308	2.099900132
0.0019753	0.04280557	0.10702914	2.077005453
0.0019753	0.04280557	0.10784139	1.99678361
0.0019753	0.0463286	0.10723612	2.056262109
0.0019753	0.0463286	0.10701143	2.078790022
0.0019753	0.0463286	0.10677718	2.102539268
0.0019753	0.0463286	0.10770778	2.009763417
0.0019753	0.0463286	0.10719308	2.060558408
0.0019753	0.04379483	0.10751221	2.028914738
0.0019753	0.04379483	0.10769148	2.011352676
0.0019753	0.04379483	0.10798487	1.982938295
0.0019753	0.04379483	0.10815602	1.966548421
0.0019753	0.04379483	0.10717634	2.062231837
0.0019753	0.05389733	0.10811757	1.970218678
0.0019753	0.05389733	0.10848699	1.935236969
0.0019753	0.05389733	0.10705999	2.073900475
0.0019753	0.05389733	0.10777833	2.002899219
0.0019753	0.05389733	0.10769073	2.011425831
0.0019753	0.0486524	0.10847669	1.936203844
0.0019753	0.0486524	0.10836942	1.946302184
0.0019753	0.0486524	0.10765345	2.01506551
0.0019753	0.0486524	0.10786808	1.99420082
0.0019753	0.0486524	0.10856905	1.927551111
0.0019753	0.04591879	0.10757277	2.022964935
0.0019753	0.04591879	0.1073076	2.049146681
0.0019753	0.04591879	0.10735723	2.044220784
0.0019753	0.04591879	0.109281	1.862137162
0.0019753	0.04591879	0.10831077	1.951845716
0.0019753	0.04460603	0.10719955	2.059911993
0.0019753	0.04460603	0.1079988	1.981599222
0.0019753	0.04460603	0.10907251	1.881059934
0.0019753	0.04460603	0.1072641	2.05347392
0.0019753	0.04460603	0.10732773	2.0471473
0.0019753	0.049436	0.10839561	1.943831822
0.0019753	0.049436	0.10814177	1.967907862
0.0019753	0.049436	0.10819889	1.962464313
0.0019753	0.049436	0.10836072	1.947123502
0.0019753	0.049436	0.10855809	1.928575872
0.0019753	0.05124124	0.108816	1.904605081
0.0019753	0.05124124	0.10797402	1.983981918
0.0019753	0.05124124	0.10741127	2.038870649
0.0019753	0.05124124	0.1090958	1.878936604
0.0019753	0.05124124	0.10840673	1.942783881
0.0019753	0.04871001	0.10763326	2.017039426
0.0019753	0.04871001	0.10867258	1.917897876
0.0019753	0.04871001	0.10926908	1.863213885
0.0019753	0.04871001	0.10872366	1.913152954
0.0019753	0.04871001	0.10832994	1.950032054
0.0019753	0.04563811	0.1082065	1.961740216
0.0019753	0.04563811	0.10803984	1.977659354
0.0019753	0.04563811	0.10817767	1.964484823
0.0019753	0.04563811	0.10919336	1.870068159
0.0019753	0.04563811	0.10827985	1.954774593
0.0019753	0.04427078	0.10826728	1.955966534
0.0019753	0.04427078	0.10929088	1.861245182
0.0019753	0.04427078	0.10760605	2.019702726
0.0019753	0.04427078	0.10869607	1.915714384
0.0019753	0.04427078	0.1087484	1.910859028
0.0019753	0.04250132	0.10944668	1.847235704
0.0019753	0.04250132	0.10940789	1.850713797
0.0019753	0.04250132	0.10931259	1.859286675
0.0019753	0.04250132	0.10996937	1.80100138
0.0019753	0.04250132	0.10874775	1.910919262
0.0019753	0.07873545	0.10890454	1.896444841
0.0019753	0.07873545	0.10983458	1.812812264
0.0019753	0.07873545	0.10874676	1.911011006
0.0019753	0.07873545	0.10943344	1.848422129
0.0019753	0.07873545	0.10988427	1.808449224
0.0019753	0.06640355	0.10830275	1.952604983
0.0019753	0.06640355	0.10972456	1.822510083
0.0019753	0.06640355	0.10847702	1.936172859
0.0019753	0.06640355	0.10914173	1.874756227
0.0019753	0.06640355	0.10963892	1.830094797
0.0019753	0.06640355	0.10890717	1.896202984
0.0019753	0.05753858	0.10970186	1.824517443
0.0019753	0.05753858	0.10965548	1.828625702
0.0019753	0.05753858	0.10917848	1.871418078
0.0019753	0.05753858	0.10993415	1.804080062
0.0019753	0.05753858	0.109411	1.850434699
0.0019753	0.05416469	0.1090268	1.885234255
0.0019753	0.05416469	0.10956901	1.836309778
0.0019753	0.05416469	0.11043655	1.760657422
0.0019753	0.05416469	0.10919162	1.870225962
0.0019753	0.05416469	0.11018636	1.782149212
0.0019753	0.05720517	0.11016409	1.784074915
0.0019753	0.05720517	0.10906108	1.882102875
0.0019753	0.05720517	0.110194	1.781489055
0.0019753	0.05720517	0.10898791	1.888793053
0.0019753	0.05720517	0.1095596	1.837147935
0.0019753	0.11654466	0.11086765	1.724231407
0.0019753	0.11654466	0.10937492	1.853675189
0.0019753	0.11654466	0.1100012	1.798223547
0.0019753	0.11654466	0.10999527	1.798740739
0.0019753	0.11654466	0.10963533	1.830413434
0.0019753	0.14187247	0.109935	1.804005699
0.0019753	0.14187247	0.10914362	1.874584405
0.0019753	0.14187247	0.11035523	1.76761438
0.0019753	0.14187247	0.1105466	1.751286182
0.0019753	0.14187247	0.10916635	1.872519236
0.0019753	0.12214906	0.1098852	1.808367665
0.0019753	0.12214906	0.11009318	1.790220426
0.0019753	0.12214906	0.10950146	1.842335004
0.0019753	0.12214906	0.11029911	1.772431492
0.0019753	0.12214906	0.1093762	1.85356013
0.0019753	0.13460688	0.11012191	1.787727955
0.0019753	0.13460688	0.11020836	1.780248897
0.0019753	0.13460688	0.10977028	1.818473765
0.0019753	0.13460688	0.11019249	1.781619511
0.0019753	0.13460688	0.1095501	1.837994496
0.0019753	0.13367149	0.1096752	1.82687781
0.0019753	0.13367149	0.11003318	1.795436939
0.0019753	0.13367149	0.11026701	1.775192725
0.0019753	0.13367149	0.11025702	1.77605294
0.0019753	0.13367149	0.10995784	1.802008672
0.0019753	0.21338604	0.11033703	1.769175157
0.0019753	0.21338604	0.11045982	1.758671708
0.0019753	0.21338604	0.10978997	1.81673822
0.0019753	0.21338604	0.1105883	1.747748289
0.0019753	0.21338604	0.10989467	1.80753738
0.0019753	0.27746251	0.11122929	1.69425636
0.0019753	0.27746251	0.1097367	1.821437449
0.0019753	0.27746251	0.11015479	1.784879709
0.0019753	0.27746251	0.11099557	1.713568438
0.0019753	0.27746251	0.11044347	1.760066679
0.0019753	0.28627715	0.11076625	1.732730885
0.0019753	0.28627715	0.11003568	1.795219281
0.0019753	0.28627715	0.11138873	1.681207005
0.0019753	0.28627715	0.11075168	1.733955599
0.0019753	0.28627715	0.11115328	1.700512998
0.0019753	0.31907398	0.11085954	1.724909661
0.0019753	0.31907398	0.11094746	1.717570963
0.0019753	0.31907398	0.1113432	1.684923117
0.0019753	0.31907398	0.11006042	1.793066761
0.0019753	0.31907398	0.11194785	1.636234996
0.0019753	0.38603434	0.11019345	1.781536571
0.0019753	0.38603434	0.11100554	1.712740148
0.0019753	0.38603434	0.11133005	1.685997935
0.0019753	0.38603434	0.1106032	1.746485884
0.0019753	0.38603434	0.11115883	1.700055378
0.0019753	0.41628936	0.11006015	1.793090239
0.0019753	0.41628936	0.11089222	1.722178201
0.0019753	0.41628936	0.11166212	1.659064915
0.0019753	0.41628936	0.11018138	1.782579656
0.0019753	0.41628936	0.11091898	1.719944768
0.0019753	0.45474508	0.11106976	1.707414454
0.0019753	0.45474508	0.10987797	1.809001815
0.0019753	0.45474508	0.11089846	1.721657142
0.0019753	0.45474508	0.11107006	1.707389614
0.0019753	0.45474508	0.1101459	1.785649362
0.0019753	0.61582625	0.11214704	1.620505751
0.0019753	0.61582625	0.11080015	1.729884692
0.0019753	0.61582625	0.11083235	1.727185557
0.0019753	0.61582625	0.11160114	1.663978332
0.0019753	0.61582625	0.11037748	1.765708156
0.0019753	0.60295302	0.11099513	1.713605001
0.0019753	0.60295302	0.11129706	1.688697398
0.0019753	0.60295302	0.11104192	1.709721158
0.0019753	0.60295302	0.11168516	1.657212263
0.0019753	0.60295302	0.11146399	1.675082321
0.0019753	0.55658436	0.11124352	1.693087601
0.0019753	0.55658436	0.11125701	1.691980366
0.0019753	0.55658436	0.11203326	1.629471896
0.0019753	0.55658436	0.11014246	1.785947269
0.0019753	0.55658436	0.11227401	1.610558437
0.0019753	0.69250691	0.11143881	1.67712899
0.0019753	0.69250691	0.11066236	1.741482533
0.0019753	0.69250691	0.11145154	1.676093964
0.0019753	0.69250691	0.11147378	1.674287249
0.0019753	0.69250691	0.11065838	1.741818684
0.0019753	0.77794671	0.11138681	1.681363547
0.0019753	0.77794671	0.11186613	1.642732183
0.0019753	0.77794671	0.11174256	1.652605708
0.0019753	0.77794671	0.11115636	1.700259024
0.0019753	0.77794671	0.11262484	1.583389378
0.0019753	0.7655825	0.11155125	1.668009001
0.0019753	0.7655825	0.11099463	1.713646552
0.0019753	0.7655825	0.11284353	1.566685923
0.0019753	0.7655825	0.1113184	1.686950723
0.0019753	0.7655825	0.11149505	1.672561157
0.0019753	0.78831804	0.11163147	1.661532699
0.0019753	0.78831804	0.11105662	1.708502791
0.0019753	0.78831804	0.11189135	1.640724308
0.0019753	0.78831804	0.11242826	1.598556015
0.0019753	0.78831804	0.11127679	1.690358168
0.0019753	0.86030382	0.11221002	1.615564002
0.0019753	0.86030382	0.1122298	1.614015069
0.0019753	0.86030382	0.11140789	1.679645636
0.0019753	0.86030382	0.11140138	1.68017598
0.0019753	0.86030382	0.11112392	1.702935899
0.0019753	0.82275969	0.11289666	1.562654551
0.0019753	0.82275969	0.1112292	1.694263754
0.0019753	0.82275969	0.11143278	1.677619489
0.0019753	0.82275969	0.11195154	1.635942228
0.0019753	0.82275969	0.11163461	1.661279713
0.0019753	0.87710196	0.112011	1.631231832
0.0019753	0.87710196	0.11093538	1.718577429
0.0019753	0.87710196	0.11281084	1.569171526
0.0019753	0.87710196	0.11185671	1.643482781
0.0019753	0.87710196	0.11207985	1.625794507
0.0019753	0.88347459	0.11143254	1.677639014
0.0019753	0.88347459	0.11149295	1.672731496
0.0019753	0.88347459	0.1108194	1.728270572
0.0019753	0.88347459	0.11212421	1.622300846
0.0019753	0.88347459	0.1110993	1.704970298
0.0019753	0.85434496	0.11117002	1.699133091
0.0019753	0.85434496	0.11176052	1.651166986
0.0019753	0.85434496	0.11134068	1.685129037
0.0019753	0.85434496	0.11219986	1.61636019
0.0019753	0.85434496	0.11271666	1.576354623
0.0019753	1.018857	0.11140756	1.679672516
0.0019753	1.018857	0.11255507	1.588755764
0.0019753	1.018857	0.11065953	1.741721549
0.0019753	1.018857	0.11295603	1.558161974
0.0019753	1.018857	0.11150563	1.671703237
0.0019753	1.03402328	0.11262681	1.583238118
0.0019753	1.03402328	0.11237279	1.602861884
0.0019753	1.03402328	0.11172973	1.653634249
0.0019753	1.03402328	0.11278228	1.571346329
0.0019753	1.03402328	0.11110153	1.704785929
0.0019753	1.09088433	0.1126275	1.583185143
0.0019753	1.09088433	0.11116308	1.699705031
0.0019753	1.09088433	0.11245582	1.596420968
0.0019753	1.09088433	0.11137488	1.682336559
0.0019753	1.09088433	0.11279649	1.570263881
0.0019753	1.08538783	0.11214092	1.620986765
0.0019753	1.08538783	0.11121141	1.695726049
0.0019753	1.08538783	0.11244472	1.597280532
0.0019753	1.08538783	0.11168166	1.657493565
0.0019753	1.08538783	0.11248726	1.593988823
0.0019753	1.14984572	0.11173581	1.653146755
0.0019753	1.14984572	0.11278178	1.57138443
0.0019753	1.14984572	0.11237694	1.602539338
0.0019753	1.14984572	0.11223087	1.613931322
0.0019753	1.14984572	0.11216394	1.619178205
0.0019753	1.10428953	0.11212163	1.622503834
0.0019753	1.10428953	0.11137993	1.681924612
0.0019753	1.10428953	0.11242767	1.598601753
0.0019753	1.10428953	0.11135461	1.683991074
0.0019753	1.10428953	0.11281266	1.569033037
0.0019753	1.12021804	0.1109924	1.713831879
0.0019753	1.12021804	0.11240686	1.600215822
0.0019753	1.12021804	0.1119681	1.634628987
0.0019753	1.12021804	0.11275528	1.573405112
0.0019753	1.12021804	0.11211947	1.622673796
0.0019753	1.17233777	0.11282774	1.567886033
0.0019753	1.17233777	0.11144362	1.676737833
0.0019753	1.17233777	0.1127423	1.574395812
0.0019753	1.17233777	0.11189522	1.640416417
0.0019753	1.17233777	0.1119508	1.636000936
0.0019753	1.06293917	0.11102895	1.710796861
0.0019753	1.06293917	0.11205877	1.62745734
0.0019753	1.06293917	0.11084687	1.72596981
0.0019753	1.06293917	0.11195701	1.635508329
0.0019753	1.06293917	0.11166309	1.658986875
0.0019753	0.92934793	0.11204784	1.62832019
0.0019753	0.92934793	0.11085977	1.724890422
0.0019753	0.92934793	0.11189673	1.6402963
0.0019753	0.92934793	0.11150244	1.671961864
0.0019753	0.92934793	0.11228964	1.609338151
0.0019753	0.89307421	0.11122087	1.694948303
0.0019753	0.89307421	0.11214928	1.62032973
0.0019753	0.89307421	0.11177056	1.650363257
0.0019753	0.89307421	0.11241798	1.599353128
0.0019753	0.89307421	0.11186644	1.642707488
0.0019753	0.93031496	0.11155771	1.66748654
0.0019753	0.93031496	0.11223395	1.613690279
0.0019753	0.93031496	0.11127207	1.690745124
0.0019753	0.93031496	0.11265679	1.580937987
0.0019753	0.93031496	0.11099128	1.713924966
0.0019753	1.01673079	0.11253268	1.590481751
0.0019753	1.01673079	0.11079831	1.730039055
0.0019753	1.01673079	0.11303578	1.552147547
0.0019753	1.01673079	0.11121704	1.69526314
0.0019753	1.01673079	0.11171149	1.655097595
0.0019753	1.07031441	0.11189977	1.640054501
0.0019753	1.07031441	0.11168449	1.657266109
0.0019753	1.07031441	0.11194472	1.636483374
0.0019753	1.07031441	0.11041676	1.762347939
0.0019753	1.07031441	0.11316148	1.542714852
0.0019753	1.04208362	0.11142437	1.678303823
0.0019753	1.04208362	0.11165828	1.659373891
0.0019753	1.04208362	0.11129775	1.688640893
0.0019753	1.04208362	0.11265057	1.581414924
0.0019753	1.04208362	0.10979982	1.815870628
0.0019753	1.01127338	0.11250714	1.592452853
0.0019753	1.01127338	0.11128098	1.690014737
0.0019753	1.01127338	0.1124365	1.597917371
0.0019753	1.01127338	0.11021637	1.779557513
0.0019753	1.01127338	0.11197215	1.634307974
0.0019753	1.08829713	0.11134073	1.685124951
0.0019753	1.08829713	0.11236637	1.603360986
0.0019753	1.08829713	0.1114566	1.675682733
0.0019753	1.08829713	0.11117969	1.698336487
0.0019753	1.08829713	0.11212254	1.622432235
0.0019753	1.04510045	0.11129602	1.688782568
0.0019753	1.04510045	0.11234414	1.605090386
0.0019753	1.04510045	0.11128419	1.689751679
0.0019753	1.04510045	0.11222148	1.614666411
0.0019753	1.04510045	0.1107732	1.732146992
0.0019753	1.04510045	0.11135204	1.684200963
0.0019753	1.08449209	0.11049466	1.755702869
0.0019753	1.08449209	0.11088934	1.722418744
0.0019753	1.08449209	0.11184541	1.644383633
0.0019753	1.08449209	0.1111777	1.698500391
0.0019753	1.08449209	0.11171604	1.654732439
0.0019753	1.10350049	0.1108724	1.72383428
0.0019753	1.10350049	0.11137459	1.682360219
0.0019753	1.10350049	0.11215137	1.620165513
0.0019753	1.10350049	0.11026868	1.775048966
0.0019753	1.10350049	0.11162254	1.662252388
0.0019753	1.04219067	0.11051416	1.754043393
0.0019753	1.04219067	0.11189212	1.640663043
0.0019753	1.04219067	0.11094706	1.71760428
0.0019753	1.04219067	0.11014726	1.785531598
0.0019753	1.04219067	0.11136302	1.68330442
0.0019753	1.10002613	0.10952239	1.84046601
0.0019753	1.10002613	0.11132666	1.686275129
0.0019753	1.10002613	0.11056393	1.749815009
0.0019753	1.10002613	0.11166518	1.65881874
0.0019753	1.10002613	0.11026347	1.775497499
0.0019753	1.09185433	0.11104503	1.709463322
0.0019753	1.09185433	0.11127841	1.690225378
0.0019753	1.09185433	0.10993782	1.803759011
0.0019753	1.09185433	0.11061383	1.745585812
0.0019753	1.09185433	0.10992083	1.805245773
0.0019753	1.27525306	0.11156268	1.667084697
0.0019753	1.27525306	0.1108156	1.728589084
0.0019753	1.27525306	0.10984463	1.811928973
0.0019753	1.27525306	0.10973478	1.821607049
0.0019753	1.27525306	0.10948133	1.844134351
0.0019753	1.28791225	0.11074517	1.734503091
0.0019753	1.28791225	0.10979891	1.815950764
0.0019753	1.28791225	0.11117581	1.698656072
0.0019753	1.28791225	0.10980396	1.815506099
0.0019753	1.28791225	0.11027372	1.774615178
0.0019753	1.36263466	0.11006769	1.792434721
0.0019753	1.36263466	0.11014058	1.7861101
0.0019753	1.36263466	0.11066125	1.741576277
0.0019753	1.36263466	0.10962833	1.831034892
0.0019753	1.36263466	0.11044322	1.760088017
0.0019753	1.42996538	0.10971332	1.823503759
0.0019753	1.42996538	0.10968518	1.825993864
0.0019753	1.42996538	0.11001127	1.797345622
0.0019753	1.42996538	0.1093264	1.858041916
0.0019753	1.42996538	0.11003558	1.795227987
0.0019753	1.37949514	0.10906511	1.881735088
0.0019753	1.37949514	0.11117506	1.698717855
0.0019753	1.37949514	0.10896464	1.890925687
0.0019753	1.37949514	0.11143951	1.677072059
0.0019753	1.37949514	0.10913754	1.875137199
0.0019753	1.38293624	0.10994963	1.802726263
0.0019753	1.38293624	0.1096883	1.825717608
0.0019753	1.38293624	0.10960212	1.833363681
0.0019753	1.38293624	0.11026248	1.775582741
0.0019753	1.38293624	0.10930061	1.860367162
0.0019753	1.33083522	0.11013786	1.786345711
0.0019753	1.33083522	0.1089184	1.89517061
0.0019753	1.33083522	0.1096876	1.825779585
0.0019753	1.33083522	0.10960352	1.833239215
0.0019753	1.33083522	0.11077065	1.732361203
0.0019753	1.48675382	0.10916226	1.872890672
0.0019753	1.48675382	0.10990594	1.806549775
0.0019753	1.48675382	0.10974684	1.82054201
0.0019753	1.48675382	0.10895254	1.892035572
0.0019753	1.48675382	0.11050294	1.754998038
0.0019753	1.63886857	0.10762867	2.017488446
0.0019753	1.63886857	0.10988098	1.808737778
0.0019753	1.63886857	0.10859084	1.925515363
0.0019753	1.63886857	0.10992268	1.805083824
0.0019753	1.63886857	0.10864126	1.920813071
0.0019753	1.60313725	0.10941342	1.850217551
0.0019753	1.60313725	0.10880919	1.905234173
0.0019753	1.60313725	0.10912359	1.87640615
0.0019753	1.60313725	0.1088041	1.905704511
0.0019753	1.60313725	0.10827304	1.955420256
0.0019753	1.46500349	0.1092915	1.861189222
0.0019753	1.46500349	0.10826878	1.955824259
0.0019753	1.46500349	0.10939974	1.851445396
0.0019753	1.46500349	0.10843668	1.939964223
0.0019753	1.46500349	0.10947692	1.844528779
0.0019753	1.52519155	0.10830145	1.952728084
0.0019753	1.52519155	0.10997455	1.800549024
0.0019753	1.52519155	0.10874739	1.910952623
0.0019753	1.52519155	0.10887371	1.899282296
0.0019753	1.52519155	0.10915783	1.873293067
0.0019753	1.61486733	0.10890862	1.896069654
0.0019753	1.61486733	0.10893762	1.89340502
0.0019753	1.61486733	0.10879897	1.906178663
0.0019753	1.61486733	0.1090591	1.882283601
0.0019753	1.61486733	0.10898454	1.889101756
0.0019753	1.52598608	0.10851041	1.933040299
0.0019753	1.52598608	0.10929113	1.861222618
0.0019753	1.52598608	0.10816643	1.965555908
